"benchmark_name","program_name","mutation_operator","parsing_time","plugin_time","resolution_time","verification_time","number_of_targets","scan_time"
"DafnyBench","dafny-synthesis_task_id_572","UOD",2.0951,78.2295,302.9746,1464.9202,0,2906
"DafnyBench","dafny-synthesis_task_id_572","UOI",2.0159,77.7048,299.9535,1427.779,6,2807
"DafnyBench","dafny-synthesis_task_id_572","VDL",2.0243,78.1635,305.5246,1497.4987,0,2929
"DafnyBench","dafny-synthesis_task_id_572","VER",2.0613,76.4859,295.8209,1396.3196,0,2790
"DafnyBench","dafny-synthesis_task_id_573","ALL",2.093,102.9391,354.4472,1877.1367,58,3383
"DafnyBench","dafny-synthesis_task_id_573","AMR",2.2659,99.6703,373.3817,1897.508,0,3496
"DafnyBench","dafny-synthesis_task_id_573","BBR",2.2791,92.0314,373.0415,1881.0634,0,3406
"DafnyBench","dafny-synthesis_task_id_573","BOR",2.0334,96.0187,383.891,1874.2575,5,3470
"DafnyBench","dafny-synthesis_task_id_573","CBE",2.0941,90.7651,380.6181,1896.7112,1,3464
"DafnyBench","dafny-synthesis_task_id_573","CBR",2.0256,91.8708,365.219,1950.515,0,3479
"DafnyBench","dafny-synthesis_task_id_573","CIR",2.028,88.8075,357.4135,1862.9476,2,3405
"DafnyBench","dafny-synthesis_task_id_573","DCR",1.9921,88.2328,356.1918,1751.5071,0,3238
"DafnyBench","dafny-synthesis_task_id_573","EVR",2.0874,97.6032,375.1416,1885.5154,12,3453
"DafnyBench","dafny-synthesis_task_id_573","FAR",2.0748,88.546,354.6057,1856.3357,0,3370
"DafnyBench","dafny-synthesis_task_id_573","LBI",2.0906,89.6938,357.273,1834.3481,1,3347
"DafnyBench","dafny-synthesis_task_id_573","LSR",2.0603,91.1943,364.8996,1892.4163,0,3419
"DafnyBench","dafny-synthesis_task_id_573","LVR",2.3491,105.7344,409.2509,2053.8699,4,3764
"DafnyBench","dafny-synthesis_task_id_573","MAP",2.04,90.6997,377.9143,1867.3756,0,3399
"DafnyBench","dafny-synthesis_task_id_573","MCR",2.0177,92.2532,357.989,1873.9593,0,3389
"DafnyBench","dafny-synthesis_task_id_573","MMR",2.0403,89.7879,355.1416,1866.1554,0,3357
"DafnyBench","dafny-synthesis_task_id_573","MNR",2.0709,98.0575,378.9358,1902.0602,0,3514
"DafnyBench","dafny-synthesis_task_id_573","MRR",2.2891,91.9806,367.9462,1883.4332,1,3421
"DafnyBench","dafny-synthesis_task_id_573","MVR",2.0943,95.5797,372.0421,1931.0428,2,3499
"DafnyBench","dafny-synthesis_task_id_573","ODL",2.0284,92.1518,360.0183,1835.4089,6,3357
"DafnyBench","dafny-synthesis_task_id_573","PRV",2.0584,91.4042,368.3423,1809.9266,0,3354
"DafnyBench","dafny-synthesis_task_id_573","SAR",2.0217,92.7378,380.9827,1890.6116,0,3455
"DafnyBench","dafny-synthesis_task_id_573","SDL",2.238,95.7686,402.1166,2062.3802,4,3694
"DafnyBench","dafny-synthesis_task_id_573","SLD",2.1041,94.9023,389.7067,1819.7169,0,3395
"DafnyBench","dafny-synthesis_task_id_573","SWS",2.3064,95.9099,366.1529,1846.6545,4,3385
"DafnyBench","dafny-synthesis_task_id_573","SWV",3.0438,95.2671,374.4448,1891.2243,0,3489
"DafnyBench","dafny-synthesis_task_id_573","TAR",2.049,98.2108,374.2979,1807.3568,0,3366
"DafnyBench","dafny-synthesis_task_id_573","THD",2.0893,92.7162,369.8507,1892.2047,0,3475
"DafnyBench","dafny-synthesis_task_id_573","THI",2.0819,91.0335,360.0749,1869.4399,0,3397
"DafnyBench","dafny-synthesis_task_id_573","UOD",1.9885,92.2538,369.4481,1871.7294,1,3410
"DafnyBench","dafny-synthesis_task_id_573","UOI",2.0817,98.1255,392.7744,1891.7251,13,3514
"DafnyBench","dafny-synthesis_task_id_573","VDL",2.0971,96.3466,379.443,1853.595,0,3410
"DafnyBench","dafny-synthesis_task_id_573","VER",1.9844,88.65,359.7939,1847.7655,4,3351
"DafnyBench","dafny-synthesis_task_id_574","ALL",2.2531,106.4884,147.9549,1228.515,35,2500
"DafnyBench","dafny-synthesis_task_id_574","AMR",3.082,90.3329,214.5173,1675.9659,0,3362
"DafnyBench","dafny-synthesis_task_id_574","BBR",2.0667,59.332,150.1537,1233.2536,0,2476
"DafnyBench","dafny-synthesis_task_id_574","BOR",2.1665,61.9636,160.3924,1285.2538,8,2533
"DafnyBench","dafny-synthesis_task_id_574","CBE",2.0574,57.0853,139.3098,1176.0183,0,2341
"DafnyBench","dafny-synthesis_task_id_574","CBR",2.0042,60.0889,142.4073,1227.0798,0,2428
"DafnyBench","dafny-synthesis_task_id_574","CIR",2.0922,61.3065,147.4784,1269.3427,0,2491
"DafnyBench","dafny-synthesis_task_id_574","DCR",2.0642,60.7212,147.3413,1243.3733,0,2467
"DafnyBench","dafny-synthesis_task_id_574","EVR",2.0649,61.7774,152.0232,1278.8426,7,2509
"DafnyBench","dafny-synthesis_task_id_574","FAR",2.0491,58.5848,143.8989,1211.5444,0,2390
"DafnyBench","dafny-synthesis_task_id_574","LBI",2.1807,60.0967,144.8089,1244.0359,0,2455
"DafnyBench","dafny-synthesis_task_id_574","LSR",2.0992,61.1672,143.5523,1248.3949,0,2444
"DafnyBench","dafny-synthesis_task_id_574","LVR",3.1181,142.8655,191.3514,1682.6953,6,3397
"DafnyBench","dafny-synthesis_task_id_574","MAP",2.0671,61.8539,148.0691,1245.0139,0,2453
"DafnyBench","dafny-synthesis_task_id_574","MCR",2.0624,58.537,143.999,1229.0145,0,2426
"DafnyBench","dafny-synthesis_task_id_574","MMR",2.1279,61.1855,142.6314,1224.0015,0,2390
"DafnyBench","dafny-synthesis_task_id_574","MNR",2.1186,61.9093,148.1058,1268.3066,0,2489
"DafnyBench","dafny-synthesis_task_id_574","MRR",2.0638,59.2322,148.0163,1264.4491,0,2468
"DafnyBench","dafny-synthesis_task_id_574","MVR",2.0464,62.9544,146.9734,1221.9524,0,2401
"DafnyBench","dafny-synthesis_task_id_574","ODL",2.7091,61.3508,145.136,1220.5602,4,2423
"DafnyBench","dafny-synthesis_task_id_574","PRV",2.5578,60.0983,143.0578,1241.6474,0,2442
"DafnyBench","dafny-synthesis_task_id_574","SAR",2.0492,59.421,153.0432,1254.1027,0,2479
"DafnyBench","dafny-synthesis_task_id_574","SDL",3.0228,86.7153,214.6312,1629.3132,0,3327
"DafnyBench","dafny-synthesis_task_id_574","SLD",2.2046,60.5742,149.7119,1279.564,0,2503
"DafnyBench","dafny-synthesis_task_id_574","SWS",2.1661,61.6909,144.5194,1259.311,0,2468
"DafnyBench","dafny-synthesis_task_id_574","SWV",2.0846,59.6427,146.1491,1228.2174,0,2468
"DafnyBench","dafny-synthesis_task_id_574","TAR",1.9721,56.4887,136.3955,1128.9371,0,2346
"DafnyBench","dafny-synthesis_task_id_574","THD",2.0551,60.4342,146.6136,1286.6195,0,2509
"DafnyBench","dafny-synthesis_task_id_574","THI",2.0228,61.225,144.7451,1207.7061,0,2406
"DafnyBench","dafny-synthesis_task_id_574","UOD",2.6871,62.9354,151.7129,1241.1354,0,2488
"DafnyBench","dafny-synthesis_task_id_574","UOI",2.0119,58.1,142.1174,1219.9212,7,2408
"DafnyBench","dafny-synthesis_task_id_574","VDL",1.9837,57.6245,138.5093,1173.7763,0,2326
"DafnyBench","dafny-synthesis_task_id_574","VER",2.036,66.5236,147.4467,1250.9782,3,2448
"DafnyBench","dafny-synthesis_task_id_576","ALL",2.1361,84.9613,220.46,1377.7151,72,2759
"DafnyBench","dafny-synthesis_task_id_576","AMR",2.1153,74.2841,215.94,1437.4439,0,2807
"DafnyBench","dafny-synthesis_task_id_576","BBR",2.274,78.3961,235.6748,1462.8051,4,2872
"DafnyBench","dafny-synthesis_task_id_576","BOR",2.0867,67.911,211.0402,1275.027,16,2561
"DafnyBench","dafny-synthesis_task_id_576","CBE",2.1061,73.0801,217.6738,1422.1213,2,2753
"DafnyBench","dafny-synthesis_task_id_576","CBR",2.0598,76.2137,219.4283,1414.2991,0,2789
"DafnyBench","dafny-synthesis_task_id_576","CIR",2.1214,73.2679,232.2788,1421.1249,0,2759
"DafnyBench","dafny-synthesis_task_id_576","DCR",2.0656,72.1933,222.2783,1437.4193,0,2784
"DafnyBench","dafny-synthesis_task_id_576","EVR",2.1415,73.0161,222.932,1454.3866,12,2813
"DafnyBench","dafny-synthesis_task_id_576","FAR",2.0574,71.5865,222.4526,1451.6804,0,2764
"DafnyBench","dafny-synthesis_task_id_576","LBI",2.0629,71.6291,216.9676,1444.5971,1,2746
"DafnyBench","dafny-synthesis_task_id_576","LSR",2.2105,70.5201,219.804,1469.6084,0,2808
"DafnyBench","dafny-synthesis_task_id_576","LVR",2.0642,73.5849,214.3921,1441.7507,4,2741
"DafnyBench","dafny-synthesis_task_id_576","MAP",2.0143,68.6727,208.8636,1349.2664,0,2614
"DafnyBench","dafny-synthesis_task_id_576","MCR",2.0779,69.7118,217.3406,1426.1136,0,2790
"DafnyBench","dafny-synthesis_task_id_576","MMR",2.146,77.9684,216.8087,1427.7379,0,2797
"DafnyBench","dafny-synthesis_task_id_576","MNR",2.108,73.8265,233.9525,1416.261,0,2763
"DafnyBench","dafny-synthesis_task_id_576","MRR",2.0069,71.3324,213.1872,1411.4674,0,2704
"DafnyBench","dafny-synthesis_task_id_576","MVR",2.0256,73.261,220.3214,1419.8096,0,2739
"DafnyBench","dafny-synthesis_task_id_576","ODL",2.0608,74.3375,218.6067,1448.5907,8,2795
"DafnyBench","dafny-synthesis_task_id_576","PRV",2.0721,74.9532,219.537,1413.8711,0,2750
"DafnyBench","dafny-synthesis_task_id_576","SAR",2.0014,75.591,230.5592,1493.5346,0,2879
"DafnyBench","dafny-synthesis_task_id_576","SDL",3.1952,70.7342,211.8117,1297.5687,3,2867
"DafnyBench","dafny-synthesis_task_id_576","SLD",2.1001,70.1009,214.7243,1439.0083,2,2754
"DafnyBench","dafny-synthesis_task_id_576","SWS",2.0538,72.6022,212.8121,1378.5573,2,2711
"DafnyBench","dafny-synthesis_task_id_576","SWV",2.0692,69.534,217.0628,1392.188,0,2710
"DafnyBench","dafny-synthesis_task_id_576","TAR",2.0073,70.785,208.0611,1366.7717,0,2722
"DafnyBench","dafny-synthesis_task_id_576","THD",2.0562,73.9036,221.8947,1397.7517,0,2748
"DafnyBench","dafny-synthesis_task_id_576","THI",2.0162,71.0319,213.8392,1402.5361,0,2711
"DafnyBench","dafny-synthesis_task_id_576","UOD",2.0333,72.3403,230.4303,1440.5566,0,2811
"DafnyBench","dafny-synthesis_task_id_576","UOI",2.1791,72.3846,218.0968,1476.6606,11,2782
"DafnyBench","dafny-synthesis_task_id_576","VDL",2.0481,75.4646,219.7657,1392.3523,0,2732
"DafnyBench","dafny-synthesis_task_id_576","VER",2.0512,74.1398,211.745,1396.8804,7,2683
"DafnyBench","dafny-synthesis_task_id_577","ALL",2.0867,81.1435,208.4371,1487.8947,22,2825
"DafnyBench","dafny-synthesis_task_id_577","AMR",2.1897,72.5743,207.085,1486.0054,0,2820
"DafnyBench","dafny-synthesis_task_id_577","BBR",1.9921,66.3032,191.5267,1392.5608,0,2630
"DafnyBench","dafny-synthesis_task_id_577","BOR",2.019,66.0895,196.3546,1431.9775,4,2719
"DafnyBench","dafny-synthesis_task_id_577","CBE",2.2545,67.5604,199.7597,1428.5486,0,2757
"DafnyBench","dafny-synthesis_task_id_577","CBR",2.0967,69.7728,205.1405,1498.4003,0,2826
"DafnyBench","dafny-synthesis_task_id_577","CIR",2.0232,68.3036,210.0422,1441.8495,0,2783
"DafnyBench","dafny-synthesis_task_id_577","DCR",2.071,66.1738,195.6518,1481.5557,0,2745
"DafnyBench","dafny-synthesis_task_id_577","EVR",2.1812,70.0749,206.1652,1504.9054,4,2806
"DafnyBench","dafny-synthesis_task_id_577","FAR",2.1002,69.492,207.3523,1491.3735,0,2819
"DafnyBench","dafny-synthesis_task_id_577","LBI",2.0105,66.8685,197.8844,1428.3519,0,2712
"DafnyBench","dafny-synthesis_task_id_577","LSR",1.9827,66.6751,194.0738,1441.4678,0,2726
"DafnyBench","dafny-synthesis_task_id_577","LVR",2.024,68.7928,198.0288,1504.2264,3,3187
"DafnyBench","dafny-synthesis_task_id_577","MAP",2.0415,74.2329,218.7904,1450.1552,1,2795
"DafnyBench","dafny-synthesis_task_id_577","MCR",2.1645,68.374,199.7585,1473.7675,0,2750
"DafnyBench","dafny-synthesis_task_id_577","MMR",2.184,74.0005,208.4979,1540.0617,0,2868
"DafnyBench","dafny-synthesis_task_id_577","MNR",2.0085,66.8477,194.1495,1461.7769,0,2739
"DafnyBench","dafny-synthesis_task_id_577","MRR",2.2547,74.3977,216.2865,1546.1547,1,2900
"DafnyBench","dafny-synthesis_task_id_577","MVR",2.0615,76.7387,205.3618,1479.5368,1,2843
"DafnyBench","dafny-synthesis_task_id_577","ODL",2.7722,71.1098,214.1268,1524.4157,2,2865
"DafnyBench","dafny-synthesis_task_id_577","PRV",2.0345,68.017,200.1919,1487.2907,0,2771
"DafnyBench","dafny-synthesis_task_id_577","SAR",2.0611,66.3866,202.5193,1484.1452,0,2751
"DafnyBench","dafny-synthesis_task_id_577","SDL",2.0846,68.0136,217.1249,1476.4241,0,2812
"DafnyBench","dafny-synthesis_task_id_577","SLD",2.0706,70.0609,199.2731,1450.5746,0,2765
"DafnyBench","dafny-synthesis_task_id_577","SWS",2.2267,68.5157,217.7498,1452.7776,0,2772
"DafnyBench","dafny-synthesis_task_id_577","SWV",2.1795,72.0964,198.2026,1472.7713,0,2763
"DafnyBench","dafny-synthesis_task_id_577","TAR",2.0728,72.9248,196.1257,1466.219,0,2759
"DafnyBench","dafny-synthesis_task_id_577","THD",2.0891,69.8161,205.5474,1456.7543,0,2795
"DafnyBench","dafny-synthesis_task_id_577","THI",2.0717,67.7608,199.3814,1466.9336,0,2761
"DafnyBench","dafny-synthesis_task_id_577","UOD",2.084,68.0898,201.5247,1478.5172,0,2760
"DafnyBench","dafny-synthesis_task_id_577","UOI",1.9809,67.0526,189.5459,1415.5938,5,2673
"DafnyBench","dafny-synthesis_task_id_577","VDL",2.2839,69.8309,199.1518,1465.3045,1,2856
"DafnyBench","dafny-synthesis_task_id_577","VER",2.0563,70.0277,212.3987,1479.0479,1,2820
"DafnyBench","dafny-synthesis_task_id_578","ALL",2.0393,80.0146,275.3568,1433.1641,39,2788
"DafnyBench","dafny-synthesis_task_id_578","AMR",2.0986,71.1743,277.7659,1448.306,0,2819
"DafnyBench","dafny-synthesis_task_id_578","BBR",2.0223,70.7603,268.6456,1468.4591,0,2830
"DafnyBench","dafny-synthesis_task_id_578","BOR",2.2416,72.2707,278.3811,1451.0039,2,2885
"DafnyBench","dafny-synthesis_task_id_578","CBE",2.0037,70.2687,273.9189,1430.9998,0,2811
"DafnyBench","dafny-synthesis_task_id_578","CBR",2.1435,70.4803,276.313,1468.0139,0,2866
"DafnyBench","dafny-synthesis_task_id_578","CIR",2.9351,64.3842,241.5748,1258.0343,2,2924
"DafnyBench","dafny-synthesis_task_id_578","DCR",3.8735,73.3652,286.1325,1439.3172,0,2876
"DafnyBench","dafny-synthesis_task_id_578","EVR",2.0665,71.7336,281.6511,1495.2819,7,2887
"DafnyBench","dafny-synthesis_task_id_578","FAR",2.0174,72.0449,287.1917,1446.5654,0,2849
"DafnyBench","dafny-synthesis_task_id_578","LBI",2.0238,70.5382,275.6941,1468.2303,1,2852
"DafnyBench","dafny-synthesis_task_id_578","LSR",2.1448,68.851,270.6228,1416.4208,0,2795
"DafnyBench","dafny-synthesis_task_id_578","LVR",3.2234,108.5371,400.2854,2072.4029,2,4021
"DafnyBench","dafny-synthesis_task_id_578","MAP",2.054,69.1271,275.8709,1462.9013,0,2824
"DafnyBench","dafny-synthesis_task_id_578","MCR",2.0854,71.3202,278.3332,1458.2264,0,2846
"DafnyBench","dafny-synthesis_task_id_578","MMR",2.2393,76.3761,287.5982,1486.8792,0,2928
"DafnyBench","dafny-synthesis_task_id_578","MNR",2.062,74.4192,280.5449,1461.665,0,2921
"DafnyBench","dafny-synthesis_task_id_578","MRR",1.9932,69.1426,277.6595,1421.9529,0,2796
"DafnyBench","dafny-synthesis_task_id_578","MVR",2.0376,69.2357,274.6899,1400.3098,0,2766
"DafnyBench","dafny-synthesis_task_id_578","ODL",2.1491,68.3754,262.1141,1369.2295,2,2685
"DafnyBench","dafny-synthesis_task_id_578","PRV",2.1761,69.2265,277.5193,1470.4074,0,2839
"DafnyBench","dafny-synthesis_task_id_578","SAR",2.3784,72.2179,287.1962,1443.3632,0,2861
"DafnyBench","dafny-synthesis_task_id_578","SDL",2.0482,69.015,272.9048,1443.5614,1,2782
"DafnyBench","dafny-synthesis_task_id_578","SLD",1.9577,67.167,262.6697,1372.1461,0,2684
"DafnyBench","dafny-synthesis_task_id_578","SWS",2.1144,70.1854,272.5543,1419.4009,1,2810
"DafnyBench","dafny-synthesis_task_id_578","SWV",2.2388,68.7611,271.6488,1424.0838,0,2807
"DafnyBench","dafny-synthesis_task_id_578","TAR",2.0513,70.9058,288.3635,1511.5157,0,2924
"DafnyBench","dafny-synthesis_task_id_578","THD",2.1091,73.1071,281.3465,1410.636,0,2832
"DafnyBench","dafny-synthesis_task_id_578","THI",2.0995,69.6963,273.151,1415.9298,0,2781
"DafnyBench","dafny-synthesis_task_id_578","UOD",2.068,69.7793,270.2688,1456.0713,0,2830
"DafnyBench","dafny-synthesis_task_id_578","UOI",2.0554,69.9369,271.9605,1441.3956,6,2804
"DafnyBench","dafny-synthesis_task_id_578","VDL",2.3813,78.294,292.1732,1497.776,0,2948
"DafnyBench","dafny-synthesis_task_id_578","VER",2.024,78.4589,276.6892,1502.8235,15,2880
"DafnyBench","dafny-synthesis_task_id_579","ALL",1.9509,92.1836,328.0647,1623.7261,90,3056
"DafnyBench","dafny-synthesis_task_id_579","AMR",2.0902,84.224,338.1808,1702.2225,0,3172
"DafnyBench","dafny-synthesis_task_id_579","BBR",2.137,87.6965,349.3114,1744.1733,4,3248
"DafnyBench","dafny-synthesis_task_id_579","BOR",2.213,92.6415,355.3837,1792.5968,14,3308
"DafnyBench","dafny-synthesis_task_id_579","CBE",2.1905,87.6677,346.2295,1702.6483,2,3207
"DafnyBench","dafny-synthesis_task_id_579","CBR",2.1933,86.4224,350.8094,1740.9661,0,3257
"DafnyBench","dafny-synthesis_task_id_579","CIR",1.9724,80.2716,329.4031,1625.706,3,3058
"DafnyBench","dafny-synthesis_task_id_579","DCR",2.1285,84.3799,358.8337,1786.4754,0,3322
"DafnyBench","dafny-synthesis_task_id_579","EVR",2.0714,83.056,340.4788,1701.4534,17,3153
"DafnyBench","dafny-synthesis_task_id_579","FAR",2.4034,82.3026,343.249,1666.3432,0,3149
"DafnyBench","dafny-synthesis_task_id_579","LBI",2.0852,86.0736,343.8672,1729.8577,2,3214
"DafnyBench","dafny-synthesis_task_id_579","LSR",2.0718,83.199,354.8144,1721.8257,0,3249
"DafnyBench","dafny-synthesis_task_id_579","LVR",2.0898,92.8126,347.3296,1704.6841,4,3232
"DafnyBench","dafny-synthesis_task_id_579","MAP",2.0095,83.3936,340.3091,1674.6524,0,3138
"DafnyBench","dafny-synthesis_task_id_579","MCR",1.9877,82.2151,348.2534,1680.7141,0,3155
"DafnyBench","dafny-synthesis_task_id_579","MMR",2.2444,90.3451,370.8111,1753.3066,0,3322
"DafnyBench","dafny-synthesis_task_id_579","MNR",2.0351,83.0385,346.508,1744.3174,0,3237
"DafnyBench","dafny-synthesis_task_id_579","MRR",2.054,82.4736,347.5472,1703.7262,2,3203
"DafnyBench","dafny-synthesis_task_id_579","MVR",2.0872,85.0285,341.4325,1733.3794,2,3205
"DafnyBench","dafny-synthesis_task_id_579","ODL",2.0764,84.2735,350.8285,1682.7169,6,3184
"DafnyBench","dafny-synthesis_task_id_579","PRV",2.0158,86.2799,358.0336,1725.6001,0,3223
"DafnyBench","dafny-synthesis_task_id_579","SAR",2.084,83.1296,357.3557,1750.9365,0,3263
"DafnyBench","dafny-synthesis_task_id_579","SDL",2.9794,114.7339,470.6445,2212.1615,4,4199
"DafnyBench","dafny-synthesis_task_id_579","SLD",2.0685,83.2449,340.4645,1720.2414,0,3201
"DafnyBench","dafny-synthesis_task_id_579","SWS",2.3405,83.2905,342.8582,1657.3806,3,3172
"DafnyBench","dafny-synthesis_task_id_579","SWV",2.0875,90.1166,362.0948,1744.2162,0,3265
"DafnyBench","dafny-synthesis_task_id_579","TAR",2.1744,91.548,354.0943,1732.6399,0,3228
"DafnyBench","dafny-synthesis_task_id_579","THD",2.1623,84.3186,346.8932,1726.2819,0,3215
"DafnyBench","dafny-synthesis_task_id_579","THI",2.2979,87.7423,372.3784,1691.8886,0,3273
"DafnyBench","dafny-synthesis_task_id_579","UOD",2.1003,86.1916,351.6059,1765.0472,2,3286
"DafnyBench","dafny-synthesis_task_id_579","UOI",2.0594,84.922,343.192,1720.0812,18,3210
"DafnyBench","dafny-synthesis_task_id_579","VDL",1.9903,83.1317,354.7637,1742.2833,1,3253
"DafnyBench","dafny-synthesis_task_id_579","VER",2.0707,81.1107,333.8663,1626.5163,8,3086
"DafnyBench","dafny-synthesis_task_id_58","ALL",1.9654,70.1166,139.5185,1194.5185,81,2365
"DafnyBench","dafny-synthesis_task_id_58","AMR",2.1178,66.9527,152.138,1300.3978,0,2586
"DafnyBench","dafny-synthesis_task_id_58","BBR",2.0219,61.9198,141.1099,1238.9571,14,2438
"DafnyBench","dafny-synthesis_task_id_58","BOR",2.102,63.0623,155.1695,1282.9647,32,2506
"DafnyBench","dafny-synthesis_task_id_58","CBE",2.1059,62.617,143.8905,1207.5023,0,2436
"DafnyBench","dafny-synthesis_task_id_58","CBR",2.3319,60.7329,147.8971,1237.5754,0,2472
"DafnyBench","dafny-synthesis_task_id_58","CIR",2.1555,55.6803,138.7545,1122.3735,0,2474
"DafnyBench","dafny-synthesis_task_id_58","DCR",2.0588,59.6697,141.6534,1253.9949,0,2446
"DafnyBench","dafny-synthesis_task_id_58","EVR",2.2168,62.0059,148.1865,1258.1221,4,2488
"DafnyBench","dafny-synthesis_task_id_58","FAR",2.158,59.978,142.8508,1206.1226,0,2410
"DafnyBench","dafny-synthesis_task_id_58","LBI",2.6075,60.4844,147.9949,1225.3874,0,2414
"DafnyBench","dafny-synthesis_task_id_58","LSR",2.1368,62.2285,150.9342,1302.9448,0,2544
"DafnyBench","dafny-synthesis_task_id_58","LVR",2.0808,66.5434,154.426,1282.5479,8,2541
"DafnyBench","dafny-synthesis_task_id_58","MAP",2.1295,60.3528,149.143,1272.6566,0,2487
"DafnyBench","dafny-synthesis_task_id_58","MCR",2.0607,61.8248,147.5662,1271.6596,0,2467
"DafnyBench","dafny-synthesis_task_id_58","MMR",2.5328,62.9384,142.6064,1219.2734,0,2443
"DafnyBench","dafny-synthesis_task_id_58","MNR",2.0803,62.9756,143.2281,1231.2586,0,2461
"DafnyBench","dafny-synthesis_task_id_58","MRR",2.0095,59.8142,141.2755,1177.8468,0,2334
"DafnyBench","dafny-synthesis_task_id_58","MVR",1.9866,59.9811,137.9136,1173.9501,0,2325
"DafnyBench","dafny-synthesis_task_id_58","ODL",2.0112,61.6015,141.6297,1170.997,8,2337
"DafnyBench","dafny-synthesis_task_id_58","PRV",2.0264,58.7674,139.7825,1235.7702,0,2636
"DafnyBench","dafny-synthesis_task_id_58","SAR",2.0012,61.4301,148.4477,1278.5494,0,2499
"DafnyBench","dafny-synthesis_task_id_58","SDL",2.3104,62.3106,147.2391,1216.8799,0,2475
"DafnyBench","dafny-synthesis_task_id_58","SLD",2.7981,59.4202,143.1662,1239.7543,0,2407
"DafnyBench","dafny-synthesis_task_id_58","SWS",2.3861,60.6395,143.7242,1235.3885,0,2462
"DafnyBench","dafny-synthesis_task_id_58","SWV",2.1344,59.6208,147.4702,1207.7496,0,2421
"DafnyBench","dafny-synthesis_task_id_58","TAR",2.1849,61.5935,145.7206,1276.1884,0,2480
"DafnyBench","dafny-synthesis_task_id_58","THD",2.1718,60.877,143.7555,1233.642,0,2450
"DafnyBench","dafny-synthesis_task_id_58","THI",2.0189,59.259,143.252,1238.4231,0,2426
"DafnyBench","dafny-synthesis_task_id_58","UOD",2.0559,61.5017,146.6424,1257.5474,0,2446
"DafnyBench","dafny-synthesis_task_id_58","UOI",2.3245,66.4759,159.7503,1340.7813,11,2593
"DafnyBench","dafny-synthesis_task_id_58","VDL",2.0025,61.1454,147.5091,1245.7725,0,2455
"DafnyBench","dafny-synthesis_task_id_58","VER",2.2454,69.5931,162.2107,1238.4237,4,2554
"DafnyBench","dafny-synthesis_task_id_581","ALL",2.0603,67.9224,142.3667,1175.6231,36,2399
"DafnyBench","dafny-synthesis_task_id_581","AMR",3.1043,88.9053,218.5152,1678.9788,0,3395
"DafnyBench","dafny-synthesis_task_id_581","BBR",2.3312,59.8158,150.3293,1237.7792,0,2503
"DafnyBench","dafny-synthesis_task_id_581","BOR",2.0025,57.4378,143.8774,1214.7982,8,2427
"DafnyBench","dafny-synthesis_task_id_581","CBE",2.3159,61.943,158.2224,1328.329,0,2577
"DafnyBench","dafny-synthesis_task_id_581","CBR",2.1743,61.5895,157.1397,1333.9979,0,2591
"DafnyBench","dafny-synthesis_task_id_581","CIR",2.0549,62.909,155.6306,1279.2236,0,2600
"DafnyBench","dafny-synthesis_task_id_581","DCR",2.3325,61.9397,151.4773,1211.2267,0,2466
"DafnyBench","dafny-synthesis_task_id_581","EVR",2.0813,60.3335,151.2366,1197.3672,8,2424
"DafnyBench","dafny-synthesis_task_id_581","FAR",2.277,56.7486,141.6522,1184.3028,0,2363
"DafnyBench","dafny-synthesis_task_id_581","LBI",2.0526,58.0023,144.1179,1218.1105,0,2393
"DafnyBench","dafny-synthesis_task_id_581","LSR",2.7065,59.5653,147.2572,1218.6956,0,2469
"DafnyBench","dafny-synthesis_task_id_581","LVR",3.1654,87.5482,212.6554,1686.0092,3,3333
"DafnyBench","dafny-synthesis_task_id_581","MAP",2.0632,65.2342,148.6922,1270.7196,0,2495
"DafnyBench","dafny-synthesis_task_id_581","MCR",2.1044,58.2453,149.974,1230.7977,0,2464
"DafnyBench","dafny-synthesis_task_id_581","MMR",2.0667,61.162,144.5379,1244.4561,0,2444
"DafnyBench","dafny-synthesis_task_id_581","MNR",2.1043,60.2284,146.8498,1237.6163,0,2472
"DafnyBench","dafny-synthesis_task_id_581","MRR",1.9905,56.7088,139.9187,1184.6529,0,2347
"DafnyBench","dafny-synthesis_task_id_581","MVR",1.9951,56.7368,140.534,1251.9791,0,2420
"DafnyBench","dafny-synthesis_task_id_581","ODL",2.0073,61.3665,144.0646,1249.3766,4,2435
"DafnyBench","dafny-synthesis_task_id_581","PRV",2.0089,56.978,146.0915,1207.9813,0,2376
"DafnyBench","dafny-synthesis_task_id_581","SAR",2.0911,63.8938,149.8485,1212.9632,0,2445
"DafnyBench","dafny-synthesis_task_id_581","SDL",1.9576,54.8406,137.782,1176.2681,0,2424
"DafnyBench","dafny-synthesis_task_id_581","SLD",2.0521,56.3457,137.5226,1165.5673,0,2339
"DafnyBench","dafny-synthesis_task_id_581","SWS",2.3397,59.5782,144.9843,1220.5188,0,2457
"DafnyBench","dafny-synthesis_task_id_581","SWV",1.9646,56.2445,142.3268,1172.9523,0,2339
"DafnyBench","dafny-synthesis_task_id_581","TAR",1.9692,58.5111,141.1235,1234.4842,0,2414
"DafnyBench","dafny-synthesis_task_id_581","THD",2.0515,62.5716,151.4275,1200.2958,0,2456
"DafnyBench","dafny-synthesis_task_id_581","THI",2.082,67.1566,155.4963,1273.0914,0,2526
"DafnyBench","dafny-synthesis_task_id_581","UOD",2.3822,58.673,145.1068,1219.2365,0,2403
